GEO_ID|B25077_E001|B25077_M001
1400000US36067004302|-666666666|-222222222
1400000US36067004401|189400|34076
1400000US36067004500|165400|11976
1400000US36067004600|226300|11888
1400000US36067004800|165500|11231
1400000US36067004900|127200|42865
1400000US36067005000|147700|16460
1400000US36067005100|95700|14606
1400000US36067005200|81700|5887
1400000US36067005300|71100|8717
1400000US36067005400|78600|8078
1400000US36067005500|122000|29734
1400000US36067005601|194700|14952
1400000US36067005602|152100|21811
1400000US36067005700|95000|7879
1400000US36067005800|61100|9385
1400000US36067005900|85500|8117
1400000US36067006000|93800|16839
1400000US36067006101|90600|9961
1400000US36067006102|83800|65895
1400000US36067006103|128500|20447
1400000US36067010100|273900|33951
1400000US36067010200|219700|21740
1400000US36067010301|188300|19563
1400000US36067010321|250400|20853
1400000US36067010322|224800|13117
1400000US36067010400|206900|46168
1400000US36067010500|196900|11823
1400000US36067010600|138400|10486
1400000US36067010700|164400|12309
1400000US36067010800|146500|9454
1400000US36067010900|147100|6257
1400000US36067011011|197300|22669
1400000US36067011012|197100|10504
1400000US36067011021|215900|25252
1400000US36067011022|200500|26460
1400000US36067011101|193900|10276
1400000US36067011102|122600|23257
1400000US36067011201|153100|18542
1400000US36067011202|222000|14703
1400000US36067011231|187100|8189
1400000US36067011232|234700|25384
1400000US36067011241|288900|21506
1400000US36067011242|181400|10791
1400000US36067011300|244300|32562
1400000US36067011401|289300|34915
1400000US36067011402|242300|19762
1400000US36067011500|296500|33774
1400000US36067011600|215400|30078
1400000US36067011700|167100|7842
1400000US36067011800|136100|10584
1400000US36067011900|196300|26625
1400000US36067012000|137200|17358
1400000US36067012100|271700|12488
1400000US36067012200|139600|13420
1400000US36067012300|219500|16701
1400000US36067012400|208700|10331
1400000US36067012500|160200|11573
1400000US36067012600|184100|12655
1400000US36067012700|161200|9653
1400000US36067012800|152800|12604
1400000US36067012900|108300|34432
1400000US36067013000|145300|10565
1400000US36067013100|188800|13015
1400000US36067013200|181300|8528
1400000US36067013300|173900|14880
1400000US36067013400|187900|11700
1400000US36067013500|191900|15866
1400000US36067013600|145600|9215
1400000US36067013701|127000|15386
1400000US36067013800|147400|11221
1400000US36067013900|110800|10015
1400000US36067014000|118500|7457
1400000US36067014200|117900|10977
1400000US36067014300|113000|10472
1400000US36067014400|119500|7818
1400000US36067014500|160400|15103
1400000US36067014600|213500|13801
1400000US36067014700|317700|34723
1400000US36067014800|394500|87339
1400000US36067014900|309400|37307
1400000US36067015000|245600|15644
1400000US36067015100|235300|19405
1400000US36067015201|270400|17547
1400000US36067015202|337700|23157
1400000US36067015203|324000|41329
1400000US36067015400|162800|11537
1400000US36067015500|228800|15607
1400000US36067015601|185300|24774
1400000US36067015602|352300|29359
1400000US36067015701|203400|26511
1400000US36067015702|299800|46585
1400000US36067015800|196500|14662
1400000US36067016001|206200|22153
1400000US36067016002|248700|29973
1400000US36067016100|243200|20759
1400000US36067016200|105000|8175
1400000US36067016300|293400|24592
1400000US36067016400|197600|26679
1400000US36067016501|240200|19599
1400000US36067016502|233500|8916
1400000US36067016600|362800|50923
1400000US36067016700|534000|120651
1400000US36067016801|261900|40907
1400000US36067016802|235000|23074
1400000US36067016901|240900|15218
1400000US36067016902|210400|24169
1400000US36067940000|108600|8192
1400000US36069050101|412900|38686
1400000US36069050103|147400|14107
1400000US36069050104|438100|49295
1400000US36069050105|315900|13548
1400000US36069050106|440600|45535
1400000US36069050203|205300|24709
1400000US36069050204|238300|22706
1400000US36069050205|223200|45353
1400000US36069050206|228600|66485
1400000US36069050302|117100|9674
1400000US36069050303|132100|14168
1400000US36069050304|131600|16116
1400000US36069050401|149200|18106
1400000US36069050402|156700|17052
1400000US36069050501|207700|20529
1400000US36069050502|183700|43245
1400000US36069050601|346000|40109
1400000US36069050603|292200|31743
1400000US36069050604|242400|43096
1400000US36069050800|226800|14782
1400000US36069050900|237900|16319
1400000US36069051001|183300|33384
1400000US36069051101|165500|32821
1400000US36069051102|228600|29334
1400000US36069051200|168400|37288
1400000US36069051301|319300|39851
1400000US36069051302|193100|25314
1400000US36069051400|189600|6823
1400000US36069051501|238700|40252
1400000US36069051502|169600|42071
1400000US36069051600|147500|10563
1400000US36069051700|100900|25329
1400000US36069051801|131300|36841
1400000US36069051900|186800|44822
1400000US36069052001|183100|24662
1400000US36069052002|239000|31224
1400000US36069052003|162500|34858
1400000US36069052101|278100|17093
1400000US36069052102|197300|27000
1400000US36069052200|163900|15973
1400000US36071000100|305500|34933
1400000US36071000200|255200|26930
1400000US36071000301|95300|3014
1400000US36071000302|207400|18463
1400000US36071000400|228600|67627
1400000US36071000501|192800|86286
1400000US36071000502|198800|57756
1400000US36071000600|185900|29020
1400000US36071001100|257900|46066
1400000US36071001200|230700|17753
1400000US36071001300|299700|30014
1400000US36071001500|262300|23959
1400000US36071001601|301500|51227
1400000US36071001602|278700|26011
1400000US36071002100|218900|71247
1400000US36071002200|212000|39883
1400000US36071002300|234700|27145
1400000US36071010101|361700|13175
1400000US36071010102|467100|57242
1400000US36071010200|411000|31106
1400000US36071010300|279100|12969
1400000US36071010400|287900|12314
1400000US36071010501|304400|25727
1400000US36071010502|353200|24829
1400000US36071010601|418700|46119
1400000US36071010602|323400|27331
1400000US36071010701|318500|29211
1400000US36071010702|336800|65123
1400000US36071010801|257000|25405
1400000US36071010802|352300|32102
1400000US36071010901|340400|24966
1400000US36071010902|420700|49905
1400000US36071011000|346000|66761
1400000US36071011101|323400|21011
1400000US36071011102|328000|18985
1400000US36071011200|312400|48896
1400000US36071011301|380300|31989
1400000US36071011302|233800|20905
1400000US36071011400|303700|34086
1400000US36071011500|350100|28192
1400000US36071011601|205700|52993
1400000US36071011602|226800|15851
1400000US36071011701|357000|22588
1400000US36071011702|426000|19331
1400000US36071011801|352400|32438
1400000US36071011802|376100|36016
1400000US36071011900|554200|31190
1400000US36071012100|367500|20135
1400000US36071012200|406400|38830
1400000US36071012300|484300|39809
1400000US36071012601|335300|22287
1400000US36071012602|284700|60489
1400000US36071012700|325800|21408
1400000US36071012800|324700|17797
1400000US36071012900|441400|28835
1400000US36071013000|341700|38030
1400000US36071013100|446700|29520
1400000US36071013201|356800|32083
1400000US36071013202|373300|28122
1400000US36071013301|321700|59574
1400000US36071013302|437200|72066
1400000US36071013400|455300|42881
1400000US36071013500|375500|30215
1400000US36071013600|-666666666|-222222222
1400000US36071013700|319400|48053
1400000US36071013800|328500|35755
1400000US36071013900|477800|38703
1400000US36071014101|355400|14035
1400000US36071014102|369700|39825
1400000US36071014201|420900|27527
1400000US36071014202|527300|58430
1400000US36071014301|302100|36076
1400000US36071014302|449000|40261
1400000US36071014400|380200|28175
1400000US36071014501|473100|48685
1400000US36071014502|598500|96282
1400000US36071014601|437900|19563
1400000US36071014602|373000|29041
1400000US36071014700|416500|59201
1400000US36071014801|369000|47954
1400000US36071014802|327200|29211
1400000US36071014900|672300|69198
1400000US36071015003|675500|52640
1400000US36071015005|700200|152883
1400000US36071015007|626700|154988
1400000US36071015008|847400|163227
1400000US36071015009|897200|179822
1400000US36071015010|618200|64371
1400000US36071015100|239400|30322
1400000US36071015201|415300|35005
1400000US36071015202|454900|37101
1400000US36071015203|423400|81913
1400000US36073040200|185500|15698
1400000US36073040300|133900|16331
1400000US36073040400|110600|9799
1400000US36073040500|87000|23191
1400000US36073040601|135600|19659
1400000US36073040602|-666666666|-222222222
1400000US36073040603|138300|13451
1400000US36073040701|87700|27956
1400000US36073040702|57400|21325
1400000US36073040801|157600|32458
1400000US36073040802|118600|5238
1400000US36073401200|135500|18615
1400000US36073401300|164600|12974
1400000US36073990000|-666666666|-222222222
1400000US36075020101|114300|11613
1400000US36075020102|96200|8173
1400000US36075020201|211500|52610
1400000US36075020202|112000|12664
1400000US36075020301|151200|30270
1400000US36075020303|172500|48104
1400000US36075020304|128000|29006
1400000US36075020400|157700|16468
1400000US36075020501|115400|10870
1400000US36075020502|129400|17498
1400000US36075020503|117300|12841
1400000US36075020600|146900|28841
1400000US36075020703|167100|27265
1400000US36075020704|193500|24187
1400000US36075020705|127900|31037
1400000US36075020706|186700|23664
1400000US36075020707|208600|47311
1400000US36075020800|123700|22686
1400000US36075020901|143900|26905
1400000US36075020903|202700|26080
1400000US36075020904|151400|38831
1400000US36075020905|176000|55106
1400000US36075021001|121400|20321
1400000US36075021002|123700|33733
1400000US36075021003|194000|58474
1400000US36075021101|83800|6931
1400000US36075021102|86100|9423
1400000US36075021103|132900|18113
1400000US36075021104|99000|15005
1400000US36075021201|113600|64270
1400000US36075021202|97900|14157
1400000US36075021203|153200|33369
1400000US36075021300|130800|16816
1400000US36075021401|173000|15334
1400000US36075021402|175000|14259
1400000US36075021501|138800|15317
1400000US36075021503|146900|13164
1400000US36075021504|113000|23524
1400000US36075021505|250400|22469
1400000US36075021601|115300|21435
1400000US36075021602|116800|19941
1400000US36075021603|133400|15605
1400000US36075021604|115800|10394
1400000US36075021605|96100|13869
1400000US36075990000|-666666666|-222222222
1400000US36077590101|211300|37323
1400000US36077590102|279900|42802
1400000US36077590201|178500|24070
1400000US36077590202|361700|44892
1400000US36077590301|145700|19938
1400000US36077590302|170900|23314
1400000US36077590401|134900|14192
1400000US36077590402|169200|17471
1400000US36077590500|175200|32347
1400000US36077590600|170600|16626
1400000US36077590701|141000|23044
1400000US36077590702|135700|40402
1400000US36077590800|171000|16332
1400000US36077590900|170200|51651
1400000US36077591000|194300|15375
1400000US36077591100|180900|27707
1400000US36077591401|183900|15094
1400000US36077591402|153600|18790
1400000US36077591500|168800|14648
1400000US36077591601|120600|8135
1400000US36077591602|107300|24771
1400000US36077591700|222900|28383
1400000US36079010100|299700|21763
1400000US36079010201|499600|69258
1400000US36079010202|408300|69400
1400000US36079010300|350500|11649
1400000US36079010400|370300|28889
1400000US36079010500|441000|19036
1400000US36079010600|699300|54807
1400000US36079010700|586500|33952
1400000US36079010800|486400|29894
1400000US36079010901|432500|40901
1400000US36079010902|517300|91661
1400000US36079011000|490000|44577
1400000US36079011100|407300|42438
1400000US36079011201|613600|48571
1400000US36079011202|432500|40268
1400000US36079011300|467900|19543
1400000US36079011400|483200|29533
1400000US36079011501|457200|28752
1400000US36079011502|541800|77796
1400000US36079011600|480700|32135
1400000US36079011700|527500|75838
1400000US36079011801|353200|25430
1400000US36079011802|380600|28471
1400000US36079011900|392900|31441
1400000US36081000101|570900|265559
1400000US36081000102|-666666666|-222222222
1400000US36081000103|-666666666|-222222222
1400000US36081000104|-666666666|-222222222
1400000US36081000200|823000|42093
1400000US36081000400|716200|88050
1400000US36081000600|779100|94844
1400000US36081000701|1227600|414603
1400000US36081000702|1318100|149651
1400000US36081000800|675600|40660
1400000US36081001000|690300|60939
1400000US36081001200|788100|94239
1400000US36081001400|731400|98725
1400000US36081001600|770800|64289
1400000US36081001800|655500|27039
1400000US36081001901|649800|334471
1400000US36081001902|745500|507727
1400000US36081001903|878600|59686
1400000US36081002000|698200|113413
1400000US36081002200|818900|61065
1400000US36081002400|609900|101480
1400000US36081002500|-666666666|-222222222
1400000US36081002600|809700|67764
1400000US36081002800|818400|47362
1400000US36081003000|663500|53698
1400000US36081003100|1138900|98252
1400000US36081003200|612400|42391
1400000US36081003301|1187500|793474
1400000US36081003302|1044800|654196
1400000US36081003400|672700|70824
1400000US36081003600|692400|87487
1400000US36081003700|-666666666|-222222222
1400000US36081003800|691200|116227
1400000US36081003900|1175000|474908
1400000US36081004001|868800|80664
1400000US36081004002|830800|85738
1400000US36081004200|667100|72826
1400000US36081004300|-666666666|-222222222
1400000US36081004401|877600|124676
1400000US36081004500|482800|42479
1400000US36081004700|1040500|143033
1400000US36081005000|-666666666|-222222222
1400000US36081005100|679300|539107
1400000US36081005200|1012600|105259
1400000US36081005300|1058000|76429
1400000US36081005400|738900|62081
1400000US36081005500|1203100|791536
1400000US36081005700|1158700|167627
1400000US36081005800|700500|41066
1400000US36081005900|1150000|725887
1400000US36081006100|-666666666|-222222222
1400000US36081006201|286500|24948
1400000US36081006202|373500|99032
1400000US36081006300|1382800|825333
1400000US36081006501|812500|439915
1400000US36081006502|898500|126622
1400000US36081006900|699500|148687
1400000US36081007100|728700|271129
1400000US36081007300|520600|106369
1400000US36081007500|642600|94260
1400000US36081007700|642600|51354
1400000US36081007900|666700|89370
1400000US36081008100|1058800|130387
1400000US36081008300|-666666666|-222222222
1400000US36081008500|-666666666|-222222222
1400000US36081008600|734600|76114
1400000US36081008700|-666666666|-222222222
1400000US36081008800|845300|101039
1400000US36081009100|806300|173125
1400000US36081009400|723300|64868
1400000US36081009500|1243500|206327
1400000US36081009600|659800|81788
1400000US36081009700|1262100|138987
1400000US36081009800|649000|19897
1400000US36081009900|-666666666|-222222222
1400000US36081010000|627900|22250
1400000US36081010100|1119200|147114
1400000US36081010200|822900|55577
1400000US36081010300|1042300|155831
1400000US36081010400|635300|42335
1400000US36081010500|850400|147958
1400000US36081010600|640500|39303
1400000US36081010701|-666666666|-222222222
1400000US36081010800|786800|77444
1400000US36081011000|675500|42273
1400000US36081011100|1045500|66143
1400000US36081011200|859900|52444
1400000US36081011300|838200|151783
1400000US36081011400|655500|338444
1400000US36081011500|1392900|362842
1400000US36081011600|587000|394307
1400000US36081011700|1204600|246826
1400000US36081011800|819900|128265
1400000US36081011900|1013900|215675
1400000US36081012000|745600|95405
1400000US36081012100|1141200|33446
1400000US36081012200|850300|58180
1400000US36081012301|1068900|98524
1400000US36081012400|797500|83181
1400000US36081012500|1038900|134280
1400000US36081012601|708100|68258
1400000US36081012602|846500|57511
1400000US36081012800|852900|59023
1400000US36081013000|917500|90704
1400000US36081013200|958000|111848
1400000US36081013400|334100|143278
1400000US36081013500|1093500|77543
1400000US36081013600|397900|127784
1400000US36081013700|926400|94375
1400000US36081013800|422800|49129
1400000US36081014000|841800|332621
1400000US36081014100|474300|201087
1400000US36081014201|966500|275412
1400000US36081014202|654400|82406
1400000US36081014300|736600|161144
1400000US36081014400|656300|81391
1400000US36081014500|1033500|513736
1400000US36081014700|1120700|143858
1400000US36081014800|857600|58010
1400000US36081014900|1524000|572927
1400000US36081015000|813100|51046
1400000US36081015100|1007800|203407
1400000US36081015200|662000|31779
1400000US36081015300|539800|342642
1400000US36081015400|813700|92107
1400000US36081015500|-666666666|-222222222
1400000US36081015600|678000|39439
1400000US36081015700|1131600|815093
1400000US36081015801|662300|37045
1400000US36081015802|709200|66295
1400000US36081015900|698900|182264
1400000US36081016100|1324600|141308
1400000US36081016300|1164600|177379
1400000US36081016400|589800|105924
1400000US36081016600|623900|63239
1400000US36081016800|690200|67699
1400000US36081016900|572100|160886
1400000US36081017000|623300|58738
1400000US36081017101|-666666666|-222222222
1400000US36081017102|-666666666|-222222222
1400000US36081017200|614400|37399
1400000US36081017400|659000|38795
1400000US36081017600|601500|29667
1400000US36081017800|668900|94945
1400000US36081017901|812500|232465
1400000US36081017902|-666666666|-222222222
1400000US36081018000|619600|192953
1400000US36081018101|480000|130771
1400000US36081018102|469000|30491
1400000US36081018200|596400|37372
1400000US36081018300|770600|207461
1400000US36081018401|561800|58362
1400000US36081018402|617100|20038
1400000US36081018501|443500|49509
1400000US36081018502|432000|37693
1400000US36081018600|637400|36067
1400000US36081018700|908800|178387
1400000US36081018800|630800|102020
1400000US36081018900|878900|75290
1400000US36081019000|569000|46496
1400000US36081019200|580400|34363
1400000US36081019400|603200|31699
1400000US36081019600|683400|95473
1400000US36081019800|614800|158137
1400000US36081019901|843800|121281
1400000US36081019902|-666666666|-222222222
1400000US36081019903|-666666666|-222222222
1400000US36081020200|649600|41397
1400000US36081020400|674500|95241
1400000US36081020500|835000|139182
1400000US36081020600|693800|84060
1400000US36081020800|864200|175600
1400000US36081021200|841900|49951
1400000US36081021400|602100|160664
1400000US36081021601|311600|37332
1400000US36081021602|576600|214901
1400000US36081021603|-666666666|-222222222
1400000US36081021900|-666666666|-222222222
1400000US36081022001|336600|91418
1400000US36081022002|375700|87790
1400000US36081022900|-666666666|-222222222
1400000US36081023000|944400|76596
1400000US36081023200|724500|133867
1400000US36081023501|905100|70388
1400000US36081023502|-666666666|-222222222
1400000US36081023600|909600|219590
1400000US36081023800|722700|194168
1400000US36081024000|208300|147770
1400000US36081024300|930100|54863
1400000US36081024500|462100|223922
1400000US36081024600|-666666666|-222222222
1400000US36081024700|830000|48581
1400000US36081024900|773400|210953
1400000US36081025100|473100|104036
1400000US36081025301|609100|248165
1400000US36081025302|506000|219734
1400000US36081025401|-666666666|-222222222
1400000US36081025402|799400|169899
1400000US36081025500|902100|93922
1400000US36081025700|770200|602328
1400000US36081025800|666500|46352
1400000US36081025900|709500|291067
1400000US36081026000|654700|99520
1400000US36081026100|582100|326939
1400000US36081026200|646500|41101
1400000US36081026300|460000|136371
1400000US36081026400|606100|17749
1400000US36081026501|-666666666|-222222222
1400000US36081026502|675000|179630
1400000US36081026600|618300|39503
1400000US36081026700|476500|182259
1400000US36081026901|416100|111679
1400000US36081026902|480000|131955
1400000US36081027000|618900|58159
1400000US36081027101|755100|409623
1400000US36081027102|587500|396243
1400000US36081027200|561300|103249
1400000US36081027301|1032300|224057
1400000US36081027302|388400|72077
1400000US36081027400|594600|109874
1400000US36081027500|284600|26602
1400000US36081027600|594400|77348
1400000US36081027701|605500|540240
1400000US36081027702|338000|30278
1400000US36081027800|597000|57553
1400000US36081027900|501500|111707
1400000US36081028000|595100|40427
1400000US36081028100|484400|93885
1400000US36081028200|667200|59380
1400000US36081028300|379800|47808
1400000US36081028400|492100|90313
1400000US36081028500|625700|98857
1400000US36081028700|637100|106486
1400000US36081028801|552300|51268
1400000US36081028802|601600|86199
1400000US36081028803|-666666666|-222222222
1400000US36081028900|576100|119684
1400000US36081029100|508200|264034
1400000US36081029300|923500|97612
1400000US36081029400|534100|67137
1400000US36081029500|383800|24398
1400000US36081029700|882400|38381
1400000US36081029900|-666666666|-222222222
1400000US36081030600|596000|60335
1400000US36081030903|876700|32186
1400000US36081030904|862900|60535
1400000US36081030905|944900|99540
1400000US36081030906|836100|202553
1400000US36081031700|603500|120071
1400000US36081032000|662500|48610
1400000US36081032700|883400|27238
1400000US36081032800|663700|31890
1400000US36081032900|850400|32016
1400000US36081033000|640600|23746
1400000US36081033100|-666666666|-222222222
1400000US36081033401|624700|47524
1400000US36081033403|-666666666|-222222222
1400000US36081033404|9999|-333333333
1400000US36081033405|-666666666|-222222222
1400000US36081033700|779100|273974
1400000US36081033900|337800|56335
1400000US36081034700|832700|60067
1400000US36081035100|305100|48197
1400000US36081035200|563200|69704
1400000US36081035300|1032500|192696
1400000US36081035700|792400|78439
1400000US36081035800|678300|56643
1400000US36081036100|871000|49398
1400000US36081036300|907200|135530
1400000US36081036500|685100|160097
1400000US36081036600|637900|27192
1400000US36081036700|781300|211291
1400000US36081036800|612100|22131
1400000US36081037100|832700|85273
1400000US36081037300|975000|114104
1400000US36081037501|-666666666|-222222222
1400000US36081037502|808600|229961
1400000US36081037600|640200|26244
1400000US36081037700|741800|544202
1400000US36081037900|916700|242059
1400000US36081038100|760700|541554
1400000US36081038301|-666666666|-222222222
1400000US36081038302|-666666666|-222222222
1400000US36081038400|611800|26409
1400000US36081039400|666500|33659
1400000US36081039800|625000|37023
1400000US36081039901|958300|227937
1400000US36081039902|519200|274903
1400000US36081040000|655500|40976
1400000US36081040101|1041200|568198
1400000US36081040102|1375000|1109150
1400000US36081040200|657700|37782
1400000US36081040301|894700|518463
1400000US36081040302|462600|140913
1400000US36081040400|643500|37414
1400000US36081040501|-666666666|-222222222
1400000US36081040502|1018900|441541
1400000US36081040701|656300|552284
1400000US36081040702|1100900|118037
1400000US36081040901|694100|501044
1400000US36081040902|907000|222171
1400000US36081041100|890600|53199
1400000US36081041300|725400|244684
1400000US36081041400|598700|33881
1400000US36081041500|568200|389796
1400000US36081042400|651500|38710
1400000US36081042600|-666666666|-222222222
1400000US36081042700|937500|195766
1400000US36081043200|826200|56683
1400000US36081043400|571600|34179
1400000US36081043701|555100|217473
1400000US36081043702|277400|101891
1400000US36081043900|828000|262903
1400000US36081044000|631800|50778
1400000US36081044301|673600|485140
1400000US36081044302|809400|81967
1400000US36081044400|640100|54313
1400000US36081044601|292100|196302
1400000US36081044602|795500|293088
1400000US36081044800|919200|81441
1400000US36081045000|782200|90634
1400000US36081045200|823900|68685
1400000US36081045400|-666666666|-222222222
1400000US36081045500|-666666666|-222222222
1400000US36081045600|906500|98106
1400000US36081045700|1011800|163613
1400000US36081045800|1140200|267236
1400000US36081045900|961100|214951
1400000US36081046000|-666666666|-222222222
1400000US36081046100|1047800|214849
1400000US36081046200|552600|147833
1400000US36081046300|817500|123266
1400000US36081046400|1217800|213556
1400000US36081046500|1062500|308985
1400000US36081046600|379300|160136
1400000US36081046700|607100|463138
1400000US36081046800|730700|96025
1400000US36081046901|472700|259098
1400000US36081046902|461800|96009
1400000US36081047000|691200|60791
1400000US36081047100|633600|148152
1400000US36081047200|1021500|110989
1400000US36081047300|479500|58786
1400000US36081047500|864300|102284
1400000US36081047600|1144300|51303
1400000US36081047801|271400|43949
1400000US36081047802|800500|92325
1400000US36081047900|976100|115021
1400000US36081048000|712300|80388
1400000US36081048100|746800|280120
1400000US36081048200|835700|64151
1400000US36081048301|1106700|168316
1400000US36081048302|1020500|185250
1400000US36081048400|649300|34761
1400000US36081048500|566700|85454
1400000US36081048900|854600|31633
1400000US36081049201|740700|159073
1400000US36081049202|722600|87038
1400000US36081049301|865100|48091
1400000US36081049302|568800|365357
1400000US36081049500|721200|230492
1400000US36081049600|626500|22570
1400000US36081049700|919100|104622
1400000US36081049900|881500|61194
1400000US36081050000|1002900|298320
1400000US36081050201|709700|86746
1400000US36081050202|660000|73707
1400000US36081050400|637000|56874
1400000US36081050500|877300|100008
1400000US36081050600|603600|53812
1400000US36081050700|905700|39566
1400000US36081050800|607500|49048
1400000US36081051000|621900|28786
1400000US36081051100|889300|47861
1400000US36081051200|629500|57455
1400000US36081051300|859600|45120
1400000US36081051500|757300|126710
1400000US36081051600|641300|58262
1400000US36081051700|770700|102422
1400000US36081051800|600600|16819
1400000US36081052000|632600|37578
1400000US36081052100|895500|93373
1400000US36081052200|587400|51294
1400000US36081052400|631900|24062
1400000US36081052500|869700|73761
1400000US36081052600|656800|33081
1400000US36081052800|725200|85640
1400000US36081053000|605400|31978
1400000US36081053100|815100|78008
1400000US36081053200|629800|49160
1400000US36081053401|592900|29021
1400000US36081053501|666700|96894
1400000US36081053502|-666666666|-222222222
1400000US36081053601|627800|15812
1400000US36081053800|637700|53935
1400000US36081053901|873300|149566
1400000US36081053902|-666666666|-222222222
1400000US36081054000|636800|61720
1400000US36081054200|690900|61462
1400000US36081054500|861800|107991
1400000US36081054700|1777700|1106209
1400000US36081054800|694200|51664
1400000US36081054900|1526000|243775
1400000US36081055100|882500|149328
1400000US36081055200|725100|90514
1400000US36081055300|847200|748764
1400000US36081055400|657200|31730
1400000US36081055500|794900|95710
1400000US36081055600|677800|49542
1400000US36081055700|742500|209072
1400000US36081055800|731100|91659
1400000US36081055900|721400|579344
1400000US36081056000|642100|34435
1400000US36081056100|-666666666|-222222222
1400000US36081056200|663000|44713
1400000US36081056400|640700|62624
1400000US36081056500|876900|59918
1400000US36081056600|649200|33866
1400000US36081056700|888300|61352
1400000US36081056800|682400|49609
1400000US36081057700|1005600|272580
1400000US36081057900|698200|163323
1400000US36081058000|623300|36865
1400000US36081058100|819300|137621
1400000US36081058200|646100|42441
1400000US36081058300|1069100|86859
1400000US36081058500|1096300|299240
1400000US36081058700|1048000|87854
1400000US36081058900|-666666666|-222222222
1400000US36081059000|636100|40591
1400000US36081059100|1302600|280602
1400000US36081059200|647700|73616
1400000US36081059300|908600|170544
1400000US36081059400|618600|42230
1400000US36081059501|697000|152287
1400000US36081059502|903000|171256
1400000US36081059600|630900|31077
1400000US36081059800|625000|21213
1400000US36081059900|889100|45145
1400000US36081060000|628400|14951
1400000US36081060100|834200|32034
1400000US36081060300|831200|61821
1400000US36081060600|662100|81248
1400000US36081060701|-666666666|-222222222
1400000US36081060800|607100|34276
1400000US36081061000|599300|30352
1400000US36081061200|656100|29176
1400000US36081061301|900200|168733
1400000US36081061302|-666666666|-222222222
1400000US36081061400|608100|33425
1400000US36081061601|575500|49714
1400000US36081061602|635700|18378
1400000US36081061800|522600|220081
1400000US36081061900|937500|158708
1400000US36081062000|595300|35992
1400000US36081062100|905000|89249
1400000US36081062200|609100|26907
1400000US36081062300|761000|137731
1400000US36081062400|-666666666|-222222222
1400000US36081062500|700900|83012
1400000US36081062600|620300|20451
1400000US36081062700|732500|108449
1400000US36081062900|800600|131500
1400000US36081063000|589600|45083
1400000US36081063200|594000|20110
1400000US36081063301|699000|60168
1400000US36081063302|769100|83848
1400000US36081063500|835600|64662
1400000US36081063700|845000|50591
1400000US36081063800|615400|22617
1400000US36081063900|466700|127839
1400000US36081064101|295200|20627
1400000US36081064102|-666666666|-222222222
1400000US36081064500|974700|79705
1400000US36081064600|659400|26501
1400000US36081065000|696400|52432
1400000US36081065401|626600|21978
1400000US36081065402|-666666666|-222222222
1400000US36081065501|-666666666|-222222222
1400000US36081065600|657200|50663
1400000US36081065702|874300|45391
1400000US36081065703|871600|33898
1400000US36081065900|819500|41679
1400000US36081066000|572900|39984
1400000US36081066100|859800|47258
1400000US36081066301|904900|24992
1400000US36081066302|-666666666|-222222222
1400000US36081066401|636500|67271
1400000US36081066402|687700|102403
1400000US36081066403|702200|63011
1400000US36081066404|-666666666|-222222222
1400000US36081066501|884400|102914
1400000US36081066701|817800|88929
1400000US36081066900|964900|54858
1400000US36081067100|872200|20658
1400000US36081067700|906600|30408
1400000US36081067900|984500|88583
1400000US36081068000|621800|54750
1400000US36081068200|650800|57858
1400000US36081068300|433000|70126
1400000US36081068700|908100|193266
1400000US36081069000|696200|60686
1400000US36081069300|501900|94174
1400000US36081069400|627000|93704
1400000US36081069500|850600|73608
1400000US36081069701|533100|151931
1400000US36081069702|926000|149860
1400000US36081070300|843500|82968
1400000US36081070700|957200|84276
1400000US36081070900|1014700|101590
1400000US36081071100|644800|141373
1400000US36081071303|370000|22836
1400000US36081071304|450200|90734
1400000US36081071305|380400|51302
1400000US36081071306|402800|43567
1400000US36081071600|-666666666|-222222222
1400000US36081071701|414600|89029
1400000US36081071702|362700|34191
1400000US36081071900|869800|25646
1400000US36081072100|405500|39785
1400000US36081072300|1635900|296871
1400000US36081072900|1101900|37016
1400000US36081073100|1282200|79430
1400000US36081073700|690200|439180
1400000US36081073900|538300|152028
1400000US36081074100|386800|43866
1400000US36081074300|522300|77398
1400000US36081074500|657300|154330
1400000US36081074700|629200|218772
1400000US36081074900|1663900|171132
1400000US36081075701|417900|35419
1400000US36081075702|490800|94404
1400000US36081076901|438000|37904
1400000US36081076902|1218800|1051813
1400000US36081077300|357700|33804
1400000US36081077500|850700|387869
1400000US36081077902|944700|76423
1400000US36081077903|353300|97297
1400000US36081077904|640600|132913
1400000US36081077905|268800|19965
1400000US36081077906|298700|44297
1400000US36081077907|933000|194015
1400000US36081077908|363300|95474
1400000US36081078800|567400|71454
1400000US36081079000|638600|27347
1400000US36081079200|634600|116107
1400000US36081079300|-666666666|-222222222
1400000US36081079701|455100|64100
1400000US36081079702|590600|163173
1400000US36081079900|996300|186496
1400000US36081080301|1139200|223082
1400000US36081080302|879100|50793
1400000US36081080900|303700|43810
1400000US36081081400|614000|74905
1400000US36081081800|642200|50016
1400000US36081083700|933000|40559
1400000US36081083800|670700|40182
1400000US36081084000|682900|51225
1400000US36081084500|750000|445705
1400000US36081084601|847800|77921
1400000US36081084602|805600|203646
1400000US36081084901|592900|105956
1400000US36081084902|478300|67076
1400000US36081085300|596300|132115
1400000US36081085500|297800|59750
1400000US36081085700|589800|111130
